Tierra Verde,27.67,-82.73,
Tiger Point,30.38,-87.06,
Tildenville,28.54,-81.6,
Timber Pines,28.47,-82.6,
Titusville city,28.57,-80.82,
Town 'n' Country,28.01,-82.58,
Treasure Island city,27.77,-82.77,
Trenton city,29.61,-82.81,
Trilby,28.46,-82.19,
Trinity,28.18,-82.66,
Tyndall AFB,30.09,-85.61,
Umatilla city,28.93,-81.67,
Union Park,28.57,-81.24,
University,28.08,-82.43,
University,28.59,-81.2,
University Park,25.75,-80.37,
Upper Grand Lagoon,30.17,-85.74,
Valparaiso city,30.49,-86.51,
Valrico,27.92,-82.23,
Vamo,27.23,-82.49,
Venice city,27.12,-82.41,
Venice Gardens,27.07,-82.41,
Vernon city,30.62,-85.71,
Vero Beach city,27.65,-80.39,
Vero Beach South,27.62,-80.41,
Verona Walk,26.08,-81.68,
Viera East,28.26,-80.71,
Viera West,28.24,-80.74,
Villano Beach,29.94,-81.3,
Villas,26.55,-81.87,
Vineyards,26.23,-81.73,
Virginia Gardens village,25.81,-80.3,
Wabasso Beach,27.76,-80.4,
Wabasso,27.75,-80.44,
Wacissa,30.36,-83.99,
Wahneta,27.96,-81.73,
Waldo city,29.79,-82.17,
Wallace,30.67,-87.2,
Warm Mineral Springs,27.05,-82.27,
Warrington,30.38,-87.29,
Washington Park,26.13,-80.18,
Watergate,26.34,-80.21,
Watertown,30.19,-82.6,
Wauchula city,27.55,-81.81,
Waukeenah,30.4,-83.96,
Wausau town,30.63,-85.59,
Waverly,27.98,-81.62,
Webster city,28.61,-82.05,
Wedgefield,28.48,-81.08,
Weeki Wachee city,28.52,-82.58,
Weeki Wachee Gardens,28.54,-82.62,
Wekiwa Springs,28.7,-81.42,
Welaka town,29.48,-81.67,
Wellington village,26.65,-80.27,
Wesley Chapel,28.21,-82.32,
West Bradenton,27.5,-82.61,
West DeLand,29.02,-81.33,
West Lealman,27.82,-82.74,
West Little River,25.86,-80.24,
West Melbourne city,28.07,-80.67,
West Miami city,25.76,-80.3,
West Palm Beach city,26.75,-80.13,
West Park city,25.98,-80.19,
West Pensacola,30.43,-87.27,
West Perrine,25.61,-80.36,
West Samoset,27.47,-82.56,
West Vero Corridor,27.64,-80.49,
Westchase,28.06,-82.61,
Westchester,25.75,-80.34,
Westgate,26.7,-80.1,
Weston city,26.1,-80.41,
Westview,25.88,-80.24,
Westville town,30.77,-85.85,
Westwood Lakes,25.72,-80.37,
Wewahitchka city,30.12,-85.19,
Whiskey Creek,26.57,-81.89,
White City,27.37,-80.34,
White Springs town,30.33,-82.76,
Whitfield,27.41,-82.57,
Whitfield,30.88,-87.06,
Wildwood city,28.8,-82,
Williamsburg,28.4,-81.45,
Williston city,29.37,-82.46,
Williston Highlands,29.33,-82.54,
Willow Oak,27.92,-82.02,
Wilton Manors city,26.16,-80.14,
Wimauma,27.7,-82.3,
Windermere town,28.5,-81.54,
Windsor,27.79,-80.41,
Winter Beach,27.71,-80.43,
Winter Garden city,28.54,-81.59,
Winter Haven city,28.01,-81.7,
Winter Park city,28.6,-81.34,
Winter Springs city,28.69,-81.27,
Wiscon,28.54,-82.47,
Woodlawn Beach,30.39,-86.99,
Woodville,30.31,-84.26,
World Golf Village,29.97,-81.49,
Worthington Springs town,29.93,-82.42,
Wright,30.44,-86.64,
Yalaha,28.75,-81.82,
Yankeetown town,29.03,-82.76,
Yeehaw Junction,27.7,-80.89,
Yulee,30.64,-81.57,
Zellwood,28.73,-81.59,
Zephyrhills city,28.24,-82.18,
Zephyrhills North,28.25,-82.17,
Zephyrhills South,28.21,-82.19,
Zephyrhills West,28.23,-82.21,
Zolfo Springs town,27.49,-81.79,
